GEOID,population
15000US060730111003,925
15000US060730113001,2775
15000US060730116011,1837
15000US060730116012,1538
15000US060730116013,2324
15000US060730116021,2591
15000US060730116022,1373
15000US060730117001,2318
15000US060730117002,1576
15000US060730117003,1257
15000US060730117004,961
15000US060730118011,2279
15000US060730118012,1032
15000US060730118013,795
15000US060730118021,3020
15000US060730118022,2383
15000US060730118023,2331
15000US060730119021,1352
15000US060730119022,1763
15000US060730119023,955
15000US060730119024,1431
15000US060730120021,1016
15000US060730120022,2812
15000US060730120031,1389
15000US060730120032,2121
15000US060730121011,2128
15000US060730121021,1812
15000US060730121022,1840
15000US060730122001,1124
15000US060730122002,2433
15000US060730123021,1649
15000US060730123031,2136
15000US060730123032,1247
15000US060730123041,855
15000US060730123042,2693
15000US060730124011,1350
15000US060730124012,2301
15000US060730124021,1158
15000US060730124022,1400
15000US060730124023,2492
15000US060730125011,1669
15000US060730125012,1449
15000US060730125021,1351
15000US060730125022,1634
15000US060730125023,1215
15000US060730126001,1120
15000US060730126002,941
15000US060730126003,1669
15000US060730126004,1164
15000US060730127001,3352
15000US060730127002,1731
15000US060730128001,1281
15000US060730128002,1003
15000US060730128003,1744
15000US060730129001,1490
15000US060730129002,500
15000US060730129003,1164
15000US060730130001,1331
15000US060730130002,1841
15000US060730130003,1986
15000US060730130004,1055
15000US060730131021,1483
15000US060730131022,2767
15000US060730131023,2109
15000US060730131031,990
15000US060730131032,1705
15000US060730131041,2395
15000US060730131042,781
15000US060730131043,2169
15000US060730131044,1012
15000US060730132031,1200
15000US060730132032,715
15000US060730132033,2844
15000US060730132034,1592
15000US060730132041,1622
15000US060730132042,879
15000US060730132043,1437
15000US060730132051,2449
15000US060730132061,3335
15000US060730132062,2137
15000US060730132063,2047
15000US060730133011,3078
15000US060730133012,2375
15000US060730133021,2026
15000US060730133022,2771
15000US060730133031,2737
15000US060730133032,1205
15000US060730133033,1257
15000US060730133061,1954
15000US060730133062,2312
15000US060730133071,2207
15000US060730133072,2775
15000US060730133081,2541
15000US060730133082,956
15000US060730133091,1709
15000US060730133092,696
15000US060730133093,613
15000US060730133094,1691
15000US060730133095,1811
15000US060730133101,13269
15000US060730133102,19057
15000US060730133111,5061
15000US060730133112,2695
15000US060730133113,1156
15000US060730133114,2391
15000US060730133121,2736
15000US060730133131,18145
15000US060730133141,20437
15000US060730134011,2036
15000US060730134012,2244
15000US060730134091,1398
15000US060730134092,2116
15000US060730134093,1683
15000US060730134101,4871
15000US060730134102,1344
15000US060730134103,1696
15000US060730134111,2020
15000US060730134112,1250
15000US060730134113,825
15000US060730134114,1191
15000US060730134121,2529
15000US060730134122,2525
15000US060730134141,2463
15000US060730134142,2753
15000US060730134143,698
15000US060730134144,1530
15000US060730134151,1482
15000US060730134161,1686
15000US060730134162,2235
15000US060730134171,2123
15000US060730134181,1424
15000US060730134182,3052
15000US060730134183,1204
15000US060730134184,949
15000US060730134191,7809
15000US060730134192,891
15000US060730134201,1293
15000US060730134202,2120
15000US060730134211,935
15000US060730134212,2413
15000US060730134213,1076
15000US060730135031,2352
15000US060730135032,2097
15000US060730135033,1916
15000US060730135041,1027
15000US060730135042,727
15000US060730135043,1957
15000US060730135051,2470
15000US060730135052,2356
15000US060730135053,607
15000US060730135061,4392
15000US060730136011,668
15000US060730136012,1718
15000US060730136013,1903
15000US060730136014,1129
15000US060730136041,866
15000US060730136042,601
15000US060730136043,2782
15000US060730136044,2353
15000US060730136051,3406
15000US060730136052,1537
15000US060730136053,1630
15000US060730136061,944
15000US060730136062,1410
15000US060730136063,2502
15000US060730136064,1376
15000US060730137011,1578
15000US060730137012,807
15000US060730137021,2835
15000US060730137022,1533
15000US060730137023,1443
15000US060730138011,1927
15000US060730138012,1130
15000US060730138013,1706
15000US060730138021,1577
15000US060730138022,1673
15000US060730139031,1592
15000US060730139032,2651
15000US060730139051,2259
15000US060730139052,770
15000US060730139053,990
15000US060730139061,4232
15000US060730139062,996
15000US060730139071,1593
15000US060730139072,2824
15000US060730139081,682
15000US060730139082,3359
15000US060730139091,2006
15000US060730139092,3075
15000US060730140011,857
15000US060730140012,978
15000US060730140013,1307
15000US060730140014,1376
15000US060730140021,2017
15000US060730140022,2655
15000US060730141011,2040
15000US060730141012,1462
15000US060730141021,2554
15000US060730141022,1645
15000US060730142001,3020
15000US060730142002,1111
15000US060730142003,1474
15000US060730142004,850
15000US060730143001,2422
15000US060730143002,1893
15000US060730144001,2150
15000US060730144002,2003
15000US060730145001,1258
15000US060730145002,1897
15000US060730145003,939
15000US060730146011,2075
15000US060730146012,2017
15000US060730146013,462
15000US060730146021,1332
15000US060730146022,2219
15000US060730146023,1920
15000US060730147001,2385
15000US060730147002,1434
15000US060730147003,2467
15000US060730147004,1587
15000US060730148031,2039
15000US060730148032,1890
15000US060730148033,1145
15000US060730148041,1074
15000US060730148042,2122
15000US060730148043,1014
15000US060730148051,902
15000US060730148052,2384
15000US060730148053,1259
15000US060730148061,1084
15000US060730148062,1606
15000US060730149011,1104
15000US060730149012,2177
15000US060730149013,1026
15000US060730149021,2370
15000US060730149022,793
15000US060730150001,1883
15000US060730150002,3168
15000US060730150003,1333
15000US060730150004,664
15000US060730151001,913
15000US060730151002,1876
15000US060730151003,911
15000US060730151004,1143
15000US060730152001,1169
15000US060730152002,1040
15000US060730152003,841
15000US060730152004,661
15000US060730153011,1687
15000US060730153012,1465
15000US060730153021,2994
15000US060730153022,1368
15000US060730154031,1400
15000US060730154032,1145
15000US060730154041,3536
15000US060730154042,1126
15000US060730154043,1601
15000US060730154044,1849
15000US060730154051,2529
15000US060730154052,1366
15000US060730154053,1539
15000US060730154061,2580
15000US060730155011,1001
15000US060730155012,2947
15000US060730155013,1272
15000US060730155021,1355
15000US060730155022,1473
15000US060730156011,2854
15000US060730156012,1895
15000US060730156013,1161
15000US060730156021,1195
15000US060730156022,1117
15000US060730157011,1580
15000US060730157012,3153
15000US060730157013,1672
15000US060730157031,2135
15000US060730157032,2170
15000US060730157033,2761
15000US060730157041,1937
15000US060730157042,1936
15000US060730158011,2116
15000US060730158012,1468
15000US060730158021,1001
15000US060730158022,3162
15000US060730158023,1012
15000US060730159011,2086
15000US060730159012,1647
15000US060730159021,957
15000US060730159022,1222
15000US060730159023,631
15000US060730159024,2442
15000US060730160001,718
15000US060730160002,1572
15000US060730161001,3155
15000US060730161002,1535
15000US060730161003,1793
15000US060730162011,2034
15000US060730162012,1031
15000US060730162013,2142
15000US060730162021,1126
15000US060730162022,2531
15000US060730163011,2604
15000US060730163012,2686
15000US060730163021,964
15000US060730163022,2738
15000US060730163023,2381
15000US060730164011,650
15000US060730164012,2154
15000US060730164013,2757
15000US060730164021,2643
15000US060730164022,216
15000US060730164023,1773
15000US060730164024,1455
15000US060730164025,1920
15000US060730165021,439
15000US060730165022,2501
15000US060730165023,2501
15000US060730165024,2297
15000US060730165031,2052
15000US060730165032,1269
15000US060730165041,2985
15000US060730165042,2934
15000US060730165043,1218
15000US060730165044,426
15000US060730166051,2214
15000US060730166052,2192
15000US060730166053,1052
15000US060730166054,1665
15000US060730166061,2253
15000US060730166062,1695
15000US060730166071,3344
15000US060730166072,1671
15000US060730166073,1957
15000US060730166081,2539
15000US060730166091,2154
15000US060730166092,1035
15000US060730166093,2214
15000US060730166101,2333
15000US060730166102,1852
15000US060730166121,2631
15000US060730166122,777
15000US060730166123,2629
15000US060730166131,716
15000US060730166132,1213
15000US060730166141,2156
15000US060730166142,1780
15000US060730166151,4477
15000US060730166161,1782
15000US060730166162,2653
15000US060730166171,1018
15000US060730166172,2473
15000US060730167011,8388
15000US060730167012,1460
15000US060730167021,1910
15000US060730167022,2799
15000US060730167023,724
15000US060730167024,2668
15000US060730168021,1249
15000US060730168022,2306
15000US060730168023,826
15000US060730168024,2855
15000US060730168041,2598
15000US060730168042,1661
15000US060730168043,2028
15000US060730168044,1542
15000US060730168061,2090
15000US060730168062,1021
15000US060730168063,1580
15000US060730168071,542
15000US060730168072,2966
15000US060730168073,2808
15000US060730168074,1096
15000US060730168091,1237
15000US060730168092,2082
15000US060730168093,2436
15000US060730168101,3100
15000US060730168111,2791
15000US060730168112,2035
15000US060730169011,1808
15000US060730169012,1844
15000US060730169013,1198
15000US060730169014,2441
15000US060730169021,2898
15000US060730170061,1776
15000US060730170062,1238
15000US060730170091,2683
15000US060730170092,2054
15000US060730170101,1188
15000US060730170102,2100
15000US060730170141,1246
15000US060730170142,1229
15000US060730170151,808
15000US060730170152,845
15000US060730170153,4797
15000US060730170154,1313
15000US060730170181,2569
15000US060730170182,1707
15000US060730170191,2529
15000US060730170192,1574
15000US060730170193,2299
15000US060730170201,2428
15000US060730170202,1180
15000US060730170211,1478
15000US060730170212,1920
15000US060730170221,995
15000US060730170222,687
15000US060730170223,634
15000US060730170224,896
15000US060730170225,1148
15000US060730170226,1348
15000US060730170291,6778
15000US060730170292,2433
15000US060730170301,17085
15000US060730170302,1274
15000US060730170303,941
15000US060730170304,4097
15000US060730170311,1157
15000US060730170312,764
15000US060730170313,2204
15000US060730170321,12549
15000US060730170322,3329
15000US060730170331,1792
15000US060730170332,664
15000US060730170333,2437
15000US060730170341,2420
15000US060730170342,879
15000US060730170343,1873
15000US060730170351,1176
15000US060730170352,1094
15000US060730170353,1088
15000US060730170361,1350
15000US060730170362,1004
15000US060730170363,1307
15000US060730170371,2046
15000US060730170372,973
15000US060730170373,1862
15000US060730170374,895
15000US060730170391,750
15000US060730170392,3956
15000US060730170393,2898
15000US060730170401,2123
15000US060730170402,1355
15000US060730170403,1073
15000US060730170411,2187
15000US060730170412,1845
15000US060730170413,550
15000US060730170414,1247
15000US060730170421,3555
15000US060730170422,2121
15000US060730170423,2369
15000US060730170431,3980
15000US060730170432,2601
15000US060730170441,2390
15000US060730170442,3306
15000US060730170451,2714
15000US060730170461,2590
15000US060730170462,1188
15000US060730170471,1563
15000US060730170472,1239
15000US060730170473,1289
15000US060730170481,2557
15000US060730170482,1199
15000US060730170483,2104
15000US060730170484,1339
15000US060730170491,1132
15000US060730170492,2116
15000US060730170501,1365
15000US060730170502,1736
15000US060730170511,1504
15000US060730170512,1577
15000US060730170513,1998
15000US060730170521,2152
15000US060730170522,2110
15000US060730170523,1218
15000US060730170531,1520
15000US060730170532,1667
15000US060730170541,1760
15000US060730170542,811
15000US060730170543,757
15000US060730170544,2635
15000US060730170551,1531
15000US060730170552,1891
15000US060730170553,1809
15000US060730170561,2521
15000US060730170562,1921
15000US060730171041,2221
15000US060730171042,1627
15000US060730171061,1698
15000US060730171062,1012
15000US060730171063,1168
15000US060730171064,908
15000US060730171071,1901
15000US060730171072,1031
15000US060730171081,1079
15000US060730171082,1363
15000US060730171083,1336
15000US060730171084,1007
15000US060730171091,2730
15000US060730171092,1262
15000US060730171093,842
15000US060730171094,1921
15000US060730171101,1663
15000US060730171102,7708
15000US060730171103,2220
15000US060730172001,1077
15000US060730172002,1203
15000US060730172003,1044
15000US060730172004,992
15000US060730173031,918
15000US060730173032,1185
15000US060730173033,657
15000US060730173041,835
15000US060730173042,2178
15000US060730173043,1380
15000US060730173044,1701
